id,name,brand,category,type,price,description
2267,Vega Engine Oil Nova 954,Vega,Automotive,Engine Oil,5819,This engine oil from Vega is a mid range value for money pick designed for daily use. It offers improves engine performance, easy to install at home and certified safety standard. Ideal choice for customers looking for a reliable engine oil in the automotive category at around 5819 rupees.
2268,Michelin Car Phone Holder Ultra 961,Michelin,Automotive,Car Phone Holder,476,This car phone holder from Michelin is a entry level basic model designed for daily use. It offers strong suction power, strong suction power and improves engine performance. Ideal choice for customers looking for a reliable car phone holder in the automotive category at around 476 rupees.
2269,Studds Tyre Inflator Nova 968,Studds,Automotive,Tyre Inflator,5559,This tyre inflator from Studds is a professional grade performance designed for daily use. It offers universal fit for most vehicles, reduces fuel consumption and long lasting durable build. Ideal choice for customers looking for a reliable tyre inflator in the automotive category at around 5559 rupees.
2270,3M Dash Camera Ultra 975,3M,Automotive,Dash Camera,5879,This dash camera from 3M is a budget friendly option designed for daily use. It offers certified safety standard, long lasting durable build and reduces fuel consumption. Ideal choice for customers looking for a reliable dash camera in the automotive category at around 5879 rupees.
2271,Bosch Car Perfume Elite 982,Bosch,Automotive,Car Perfume,319,This car perfume from Bosch is a premium quality product designed for daily use. It offers reduces fuel consumption, improves engine performance and strong suction power. Ideal choice for customers looking for a reliable car perfume in the automotive category at around 319 rupees.
2272,Steelbird Helmet Neo 989,Steelbird,Automotive,Helmet,6479,This helmet from Steelbird is a mid range value for money pick designed for daily use. It offers scratch proof outer layer, certified safety standard and easy to install at home. Ideal choice for customers looking for a reliable helmet in the automotive category at around 6479 rupees.
2273,Mobil Seat Cover Elite 996,Mobil,Automotive,Seat Cover,9569,This seat cover from Mobil is a entry level basic model designed for daily use. It offers compact storage in boot, compact storage in boot and scratch proof outer layer. Ideal choice for customers looking for a reliable seat cover in the automotive category at around 9569 rupees.
2274,Exide Jump Starter Plus 103,Exide,Automotive,Jump Starter,11309,This jump starter from Exide is a professional grade performance designed for daily use. It offers long lasting durable build, weather resistant protective cover and universal fit for most vehicles. Ideal choice for customers looking for a reliable jump starter in the automotive category at around 11309 rupees.
2275,Steelbird Car Vacuum Ultra 110,Steelbird,Automotive,Car Vacuum,1364,This car vacuum from Steelbird is a budget friendly option designed for daily use. It offers easy to install at home, universal fit for most vehicles and weather resistant protective cover. Ideal choice for customers looking for a reliable car vacuum in the automotive category at around 1364 rupees.
2276,Mobil Bike Cover Plus 117,Mobil,Automotive,Bike Cover,2350,This bike cover from Mobil is a premium quality product designed for daily use. It offers weather resistant protective cover, scratch proof outer layer and compact storage in boot. Ideal choice for customers looking for a reliable bike cover in the automotive category at around 2350 rupees.
2277,Exide Engine Oil Ultra 124,Exide,Automotive,Engine Oil,4169,This engine oil from Exide is a mid range value for money pick designed for daily use. It offers improves engine performance, easy to install at home and certified safety standard. Ideal choice for customers looking for a reliable engine oil in the automotive category at around 4169 rupees.
2278,Castrol Car Phone Holder Core 131,Castrol,Automotive,Car Phone Holder,546,This car phone holder from Castrol is a entry level basic model designed for daily use. It offers strong suction power, strong suction power and improves engine performance. Ideal choice for customers looking for a reliable car phone holder in the automotive category at around 546 rupees.
2279,Amaron Tyre Inflator Air 138,Amaron,Automotive,Tyre Inflator,6359,This tyre inflator from Amaron is a professional grade performance designed for daily use. It offers universal fit for most vehicles, reduces fuel consumption and long lasting durable build. Ideal choice for customers looking for a reliable tyre inflator in the automotive category at around 6359 rupees.
2280,Vega Dash Camera Plus 145,Vega,Automotive,Dash Camera,13229,This dash camera from Vega is a budget friendly option designed for daily use. It offers certified safety standard, long lasting durable build and reduces fuel consumption. Ideal choice for customers looking for a reliable dash camera in the automotive category at around 13229 rupees.
2281,Michelin Car Perfume Max 152,Michelin,Automotive,Car Perfume,1639,This car perfume from Michelin is a premium quality product designed for daily use. It offers reduces fuel consumption, improves engine performance and strong suction power. Ideal choice for customers looking for a reliable car perfume in the automotive category at around 1639 rupees.
2282,Studds Helmet Max 159,Studds,Automotive,Helmet,5354,This helmet from Studds is a mid range value for money pick designed for daily use. It offers scratch proof outer layer, certified safety standard and easy to install at home. Ideal choice for customers looking for a reliable helmet in the automotive category at around 5354 rupees.
2283,3M Seat Cover Edge 166,3M,Automotive,Seat Cover,5169,This seat cover from 3M is a entry level basic model designed for daily use. It offers compact storage in boot, compact storage in boot and scratch proof outer layer. Ideal choice for customers looking for a reliable seat cover in the automotive category at around 5169 rupees.
2284,Bosch Jump Starter Classic 173,Bosch,Automotive,Jump Starter,11959,This jump starter from Bosch is a professional grade performance designed for daily use. It offers long lasting durable build, weather resistant protective cover and universal fit for most vehicles. Ideal choice for customers looking for a reliable jump starter in the automotive category at around 11959 rupees.
